source_file_marker,id,seek,start,end,text,tokens,temperature,avg_logprob,compression_ratio,no_speech_prob,positive,negative,neutral,confident,hesitant,concise,enthusiastic,speech_speed
--- 1.csv ---,,,,,,,,,,,,,,,,,,
,0.0,0.0,0.0,5.5600000000000005," Hello, I am Jeffrey Shepherd and I am currently pursuing postgraduate and management from","[50364, 2425, 11, 286, 669, 1587, 84, 2938, 497, 525, 20291, 293, 286, 669, 4362, 20222, 2183, 47187, 293, 4592, 490, 50642]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.5802652835845947,0.1522808372974395,0.2674537897109985,0.8467007279396057,0.8456984758377075,0.6358049511909485,0.6477826237678528,2.5179856115107917
,1.0,0.0,5.5600000000000005,9.6, IIM Coikode. I have completed my B.Tech in Biotechnology from Heritage Institute of,"[50642, 286, 6324, 3066, 1035, 1429, 13, 286, 362, 7365, 452, 363, 13, 36050, 294, 13007, 43594, 490, 27406, 9446, 295, 50844]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.5503271818161011,0.1892631202936172,0.2604096829891205,0.6792833805084229,0.7337009906768799,0.5441449284553528,0.4173900485038757,3.2178217821782185
,2.0,0.0,9.6,14.48," Technology Kolkata, followed by my M.Tech from IIT Kharagpur. I come with an experience","[50844, 15037, 26137, 74, 3274, 11, 6263, 538, 452, 376, 13, 36050, 490, 286, 3927, 591, 5854, 559, 35801, 13, 286, 808, 365, 364, 1752, 51088]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.6398599147796631,0.111149862408638,0.2489901930093765,0.9027289152145386,0.8346201777458191,0.7158607840538025,0.7000623941421509,2.868852459016393
,3.0,0.0,14.48,18.48, of three years in the regulatory affairs domain of the pharmaceutical industry and I worked,"[51088, 295, 1045, 924, 294, 264, 18260, 17478, 9274, 295, 264, 27130, 3518, 293, 286, 2732, 51288]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.4418942630290985,0.3991863131523132,0.1589194387197494,0.7743083238601685,0.8130443692207336,0.5224621295928955,0.2799161076545715,3.75
,4.0,0.0,18.48,23.28," as a medical writer in Ciro Klein Farm, Mumbai and have specialized in drug safety and risk","[51288, 382, 257, 4625, 9936, 294, 383, 5182, 33327, 19991, 11, 34309, 293, 362, 19813, 294, 4110, 4514, 293, 3148, 51528]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.2362544983625412,0.5320101976394653,0.2317353039979934,0.2860490083694458,0.5613749027252197,0.334380954504013,0.1973045319318771,3.541666666666666
,5.0,0.0,23.28,27.76, management. What sets me apart is the expertise I bring in with my three years of experience,"[51528, 4592, 13, 708, 6352, 385, 4936, 307, 264, 11769, 286, 1565, 294, 365, 452, 1045, 924, 295, 1752, 51752]",0.0,-0.4471790900597205,1.6512345679012346,0.6358799338340759,0.8513734340667725,0.0739944875240325,0.0746320560574531,0.9759687185287476,0.6090385317802429,0.4626825451850891,0.4837991595268249,3.7946428571428568
,6.0,2776.0,27.76,31.92," and an added two years of postgraduation. Along with this, I add another dimension to","[50364, 293, 364, 3869, 732, 924, 295, 2183, 7165, 16073, 13, 17457, 365, 341, 11, 286, 909, 1071, 10139, 281, 50572]",0.0,-0.2788734257778275,1.6498194945848377,0.8331734538078308,0.4003293514251709,0.4351379871368408,0.1645326912403106,0.5394512414932251,0.8423255085945129,0.0127667039632797,0.2104057371616363,3.605769230769231
,7.0,2776.0,31.92,37.120000000000005, the discussion with my background in biotechnology. An added advantage is my ability to pay attention,"[50572, 264, 5017, 365, 452, 3678, 294, 3228, 43594, 13, 1107, 3869, 5002, 307, 452, 3485, 281, 1689, 3202, 50832]",0.0,-0.2788734257778275,1.6498194945848377,0.8331734538078308,0.9312369227409364,0.017591830343008,0.0511713065207004,0.7290523648262024,0.3658985197544098,0.4235759973526001,0.2144980132579803,3.0769230769230758
,8.0,2776.0,37.120000000000005,44.0," to detail, which is well testamented in my research work and patents, publication and","[50832, 281, 2607, 11, 597, 307, 731, 35499, 292, 294, 452, 2132, 589, 293, 38142, 11, 19953, 293, 51176]",0.0,-0.2788734257778275,1.6498194945848377,0.8331734538078308,0.8688722252845764,0.042096622288227,0.0890310704708099,0.9809314608573914,0.0084252655506134,0.9197348952293396,0.1196010410785675,2.034883720930234
